Benchmark , 9844 , 122 , 3604 , cpu
Benchmark , 9951 , 122 , 3605 , cpu
Benchmark , 9999 , 30 , 1000 , gpu
Benchmark , 16000 , 0 , 1001 , fpga
Benchmark-Manual-Add , 9951 , 122 , 3605 , cpu
Benchmark , 11446 , 122 , 3662 , cpu                             
